Lote,Centrífuga,Centrifugada (1 o 2),Volumen centrifugado (L),Turbidez
23139.0,17825,1,2000,26.7
23139.0,17825,2,100,19.4
23139.0,17825,2,200,20.0
23139.0,17825,2,300,20.2
23139.0,17825,2,400,19.9
24004.0,14246,1,200,28.8
24004.0,14246,1,400,28.6
24004.0,14246,1,600,28.6
24004.0,14246,1,800,28.7
24004.0,14246,1,1000,28.6
24004.0,14246,1,1200,28.6
24004.0,14246,1,1400,28.6
24004.0,14246,1,1600,28.7
24004.0,14246,1,1800,29.0
24004.0,14246,1,2000,28.9
24004.0,14246,2,100,22.1
24004.0,14246,2,200,19.4
24004.0,14246,2,300,19.6
24004.0,14246,2,400,19.4
24002.0,12912,1,200,28.5
24002.0,12912,1,400,28.2
24002.0,12912,1,600,28.2
24002.0,12912,1,800,28.3
24002.0,12912,1,1000,28.2
24002.0,12912,1,1200,28.0
24002.0,12912,1,1400,28.2
24002.0,12912,1,1600,28.5
24002.0,12912,1,1800,27.6
24002.0,12912,1,2000,28.1
24002.0,12912,2,100,66.0
24002.0,12912,2,200,66.2
24002.0,12912,2,300,68.1
24002.0,12912,2,400,67.4
24003.0,17825,1,200,33.0
24003.0,17825,1,400,33.0
24003.0,17825,1,600,32.6
24003.0,17825,1,800,33.1
24003.0,17825,1,1000,33.2
24003.0,17825,1,1200,33.4
24003.0,17825,1,1400,33.1
24003.0,17825,1,1600,33.4
24003.0,17825,1,1800,33.3
24003.0,17825,1,2000,33.2
24003.0,17825,2,100,28.5
24003.0,17825,2,200,27.9
24003.0,17825,2,300,28.3
24003.0,17825,2,400,
24005.0,17825,1,200,29.4
24005.0,17825,1,400,28.7
24005.0,17825,1,600,29.1
24005.0,17825,1,800,30.3
24005.0,17825,1,1000,30.6
24005.0,17825,1,1200,30.5
24005.0,17825,1,1400,29.8
24005.0,17825,1,1600,29.5
24005.0,17825,1,1800,29.4
24005.0,17825,1,2000,
24005.0,17825,2,100,22.0
24005.0,17825,2,200,23.0
24005.0,17825,2,300,23.1
24005.0,17825,2,400,22.7
24007.0,12912,1,200,28.5
24007.0,12912,1,400,29.4
24007.0,12912,1,600,28.6
24007.0,12912,1,800,28.9
24007.0,12912,1,1000,29.2
24007.0,12912,1,1200,28.7
24007.0,12912,1,1400,28.8
24007.0,12912,1,1600,28.6
24007.0,12912,1,1800,28.9
24007.0,12912,1,2000,
24007.0,12912,2,100,23.4
24007.0,12912,2,200,23.1
24007.0,12912,2,300,23.3
24007.0,12912,2,400,23.4
24008.0,14246,1,200,29.8
24008.0,14246,1,400,29.3
24008.0,14246,1,600,29.8
24008.0,14246,1,800,29.0
24008.0,14246,1,1000,28.9
24008.0,14246,1,1200,29.2
24008.0,14246,1,1400,29.7
24008.0,14246,1,1600,29.8
24008.0,14246,1,1800,29.4
24008.0,14246,1,2000,
24008.0,14246,2,100,24.6
24008.0,14246,2,200,20.4
24008.0,14246,2,300,20.6
24008.0,14246,2,400,21.0
24011.0,12912,1,200,27.9
24011.0,12912,1,400,25.9
24011.0,12912,1,600,26.5
24011.0,12912,1,800,26.2
24011.0,12912,1,1000,26.6
24011.0,12912,1,1200,26.2
24011.0,12912,1,1400,26.6
24011.0,12912,1,1600,26.4
24011.0,12912,1,1800,26.8
24011.0,12912,1,2000,26.9
24011.0,12912,2,100,
24011.0,12912,2,200,
24011.0,12912,2,300,
24011.0,12912,2,400,
24016.0,17825,1,200,34.5
24016.0,17825,1,400,34.9
24016.0,17825,1,600,33.8
24016.0,17825,1,800,33.8
24016.0,17825,1,1000,35.5
24016.0,17825,1,1200,33.8
24016.0,17825,1,1400,34.2
24016.0,17825,1,1600,34.0
24016.0,17825,1,1800,33.7
24016.0,17825,1,2000,34.0
24016.0,17825,2,100,
24016.0,17825,2,200,
24016.0,17825,2,300,
24016.0,17825,2,400,
24017.0,14246,1,200,29.0
24017.0,14246,1,400,28.6
24017.0,14246,1,600,28.2
24017.0,14246,1,800,28.0
24017.0,14246,1,1000,28.5
24017.0,14246,1,1200,28.7
24017.0,14246,1,1400,29.5
24017.0,14246,1,1600,28.6
24017.0,14246,1,1800,28.4
24017.0,14246,1,2000,28.4
24017.0,14246,2,100,25.9
24017.0,14246,2,200,25.2
24017.0,14246,2,300,22.5
24017.0,14246,2,400,23.4
24009.0,14246,1,200,27.6
24009.0,14246,1,400,26.9
24009.0,14246,1,600,25.9
24009.0,14246,1,800,26.1
24009.0,14246,1,1000,26.5
24009.0,14246,1,1200,26.2
24009.0,14246,1,1400,27.1
24009.0,14246,1,1600,27.4
24009.0,14246,1,1800,27.1
24009.0,14246,1,2000,27.0
24009.0,14246,2,100,22.6
24009.0,14246,2,200,20.6
24009.0,14246,2,300,19.3
24009.0,14246,2,400,19.3
24012.0,12912,1,200,31.9
24012.0,12912,1,400,31.6
24012.0,12912,1,600,31.8
24012.0,12912,1,800,31.4
24012.0,12912,1,1000,31.8
24012.0,12912,1,1200,31.4
24012.0,12912,1,1400,31.8
24012.0,12912,1,1600,32.6
24012.0,12912,1,1800,32.1
24012.0,12912,1,2000,31.4
24012.0,12912,2,100,25.1
24012.0,12912,2,200,25.7
24012.0,12912,2,300,25.1
24012.0,12912,2,400,24.1
24010.0,17825,1,200,33.6
24010.0,17825,1,400,33.6
24010.0,17825,1,600,33.4
24010.0,17825,1,800,33.3
24010.0,17825,1,1000,32.7
24010.0,17825,1,1200,33.5
24010.0,17825,1,1400,33.4
24010.0,17825,1,1600,33.4
24010.0,17825,1,1800,33.5
24010.0,17825,1,2000,
24010.0,17825,2,100,29.7
24010.0,17825,2,200,27.5
24010.0,17825,2,300,27.5
24010.0,17825,2,400,27.4
24020.0,12912,1,200,29.8
24020.0,12912,1,400,29.8
24020.0,12912,1,600,29.3
24020.0,12912,1,800,29.5
24020.0,12912,1,1000,29.4
24020.0,12912,1,1200,29.2
24020.0,12912,1,1400,29.6
24020.0,12912,1,1600,29.5
24020.0,12912,1,1800,30.0
24020.0,12912,1,2000,
24020.0,12912,2,100,20.8
24020.0,12912,2,200,19.4
24020.0,12912,2,300,20.0
24020.0,12912,2,400,20.2
24022.0,17825,1,200,31.2
24022.0,17825,1,400,30.7
24022.0,17825,1,600,30.5
24022.0,17825,1,800,30.3
24022.0,17825,1,1000,30.7
24022.0,17825,1,1200,30.7
24022.0,17825,1,1400,30.6
24022.0,17825,1,1600,31.0
24022.0,17825,1,1800,30.7
24022.0,17825,1,2000,31.0
24022.0,17825,2,100,26.6
24022.0,17825,2,200,23.4
24022.0,17825,2,300,23.6
24022.0,17825,2,400,23.8
24023.0,12912,1,200,28.2
24023.0,12912,1,400,27.6
24023.0,12912,1,600,27.8
24023.0,12912,1,800,27.8
24023.0,12912,1,1000,275.2
24023.0,12912,1,1200,27.9
24023.0,12912,1,1400,27.8
24023.0,12912,1,1600,27.7
24023.0,12912,1,1800,27.8
24023.0,12912,1,2000,
24023.0,12912,2,100,25.4
24023.0,12912,2,200,24.3
24023.0,12912,2,300,26.0
24023.0,12912,2,400,24.2
,12912,1,200,32.4
,12912,1,400,30.5
,12912,1,600,30.6
,12912,1,800,29.6
,12912,1,1000,28.4
,12912,1,1200,29.3
,12912,1,1400,29.4
,12912,1,1600,28.5
,12912,1,1800,28.9
,12912,1,2000,28.4
,12912,2,100,24.2
,12912,2,200,27.7
,12912,2,300,25.8
,12912,2,400,26.6
24019.0,17825,1,200,29.9
24019.0,17825,1,400,30.1
24019.0,17825,1,600,30.0
24019.0,17825,1,800,30.2
24019.0,17825,1,1000,27.3
24019.0,17825,1,1200,28.6
24019.0,17825,1,1400,30.3
24019.0,17825,1,1600,31.4
24019.0,17825,1,1800,30.1
24019.0,17825,1,2000,
24019.0,17825,2,100,18.6
24019.0,17825,2,200,19.1
24019.0,17825,2,300,18.7
24019.0,17825,2,400,18.6
24021.0,12912,1,200,28.0
24021.0,12912,1,400,27.5
24021.0,12912,1,600,27.7
24021.0,12912,1,800,27.8
24021.0,12912,1,1000,27.8
24021.0,12912,1,1200,27.8
24021.0,12912,1,1400,28.1
24021.0,12912,1,1600,27.9
24021.0,12912,1,1800,27.8
24021.0,12912,1,2000,
24021.0,12912,2,100,17.8
24021.0,12912,2,200,16.2
24021.0,12912,2,300,15.6
24021.0,12912,2,400,14.5
24025.0,12912,1,200,30.3
24025.0,12912,1,400,30.0
24025.0,12912,1,600,30.2
24025.0,12912,1,800,30.1
24025.0,12912,1,1000,30.5
24025.0,12912,1,1200,30.2
24025.0,12912,1,1400,30.6
24025.0,12912,1,1600,30.8
24025.0,12912,1,1800,31.1
24025.0,12912,1,2000,
24025.0,12912,2,100,17.5
24025.0,12912,2,200,20.2
24025.0,12912,2,300,20.1
24025.0,12912,2,400,20.0
24026.0,17825,1,200,30.1
24026.0,17825,1,400,30.2
24026.0,17825,1,600,30.5
24026.0,17825,1,800,29.9
24026.0,17825,1,1000,30.6
24026.0,17825,1,1200,30.1
24026.0,17825,1,1400,29.8
24026.0,17825,1,1600,29.9
24026.0,17825,1,1800,30.1
24026.0,17825,1,2000,
24026.0,17825,2,100,22.1
24026.0,17825,2,200,19.9
24026.0,17825,2,300,20.2
24026.0,17825,2,400,20.2
24014.0,12912,1,100,26.6
24014.0,12912,1,1000,26.4
24014.0,12912,1,2000,26.6
24014.0,12912,2,100,17.7
24014.0,12912,2,400,17.8
24027.0,14246,1,100,31.2
24027.0,14246,1,1000,31.0
24027.0,14246,1,2000,31.6
24027.0,14246,2,100,16.2
24027.0,14246,2,400,16.3
24028.0,14246,1,100,29.9
24028.0,14246,1,1000,29.4
24028.0,14246,1,2000,29.7
24028.0,14246,2,100,26.6
24028.0,14246,2,400,27.7
24029.0,12912,1,100,27.0
24029.0,12912,1,1000,26.0
24029.0,12912,1,2000,26.7
24029.0,12912,2,100,20.2
24029.0,12912,2,400,20.7
24034.0,12912,1,100,29.3
24034.0,12912,1,1000,27.5
24034.0,12912,1,2000,30.8
24034.0,12912,2,100,27.4
24034.0,12912,2,400,24.6
24031.0,14246,1,100,29.4
24031.0,14246,1,1000,29.8
24031.0,14246,1,2000,30.1
24031.0,14246,2,100,25.8
24031.0,14246,2,400,26.3
24037.0,14246,1,100,28.1
24037.0,14246,1,1000,28.2
24037.0,14246,1,2000,28.7
24037.0,14246,2,100,25.0
24037.0,14246,2,400,23.0
24015.0,12912,1,200,33.5
24015.0,12912,1,400,33.8
24015.0,12912,1,600,34.3
24015.0,12912,1,800,34.2
24015.0,12912,1,1000,32.3
24015.0,12912,1,1200,32.4
24015.0,12912,1,1400,31.6
24015.0,12912,1,1600,31.4
24015.0,12912,1,1800,32.1
24015.0,12912,1,2000,32.3
24015.0,12912,2,100,20.8
24015.0,12912,2,200,20.4
24015.0,12912,2,300,20.9
24015.0,12912,2,400,20.7
24038.0,14246,1,100,29.6
24038.0,14246,1,1000,29.5
24038.0,14246,1,2000,30.1
24038.0,14246,2,100,29.2
24038.0,14246,2,400,28.6
24035.0,12912,1,100,28.2
24035.0,12912,1,1000,28.2
24035.0,12912,1,2000,28.3
24035.0,12912,2,100,15.2
24035.0,12912,2,400,12.1
24036.0,14246,1,100,24.1
24036.0,14246,1,1000,24.9
24036.0,14246,1,2000,25.3
24036.0,14246,2,100,14.2
24036.0,14246,2,400,12.8
24039.0,12912,1,200,27.3
24039.0,12912,1,1000,27.6
24039.0,12912,1,2000,26.5
24039.0,12912,2,100,20.3
24039.0,12912,2,400,20.6
24040.0,14246,1,200,31.4
24040.0,14246,1,1000,27.8
24040.0,14246,1,2000,26.7
24040.0,14246,2,100,17.9
24040.0,14246,2,400,20.8
24041.0,12912,1,200,31.2
24041.0,12912,1,1000,31.0
24041.0,12912,1,2000,31.0
24041.0,12912,2,100,21.5
24041.0,12912,2,400,19.8
24042.0,14146,1,200,30.1
24042.0,14146,1,1000,30.1
24042.0,14146,1,2000,30.2
24042.0,14146,2,100,13.9
24042.0,14146,2,400,15.0
24043.0,14246,1,200,29.2
24043.0,14246,1,1000,30.3
24043.0,14246,1,2000,30.9
24043.0,14246,2,100,16.9
24043.0,14246,2,400,15.4
24045.0,12912,1,200,28.0
24045.0,12912,1,1000,27.7
24045.0,12912,1,2000,27.8
24045.0,12912,2,100,16.5
24045.0,12912,2,400,19.0
24046.0,12912,1,200,33.7
24046.0,12912,1,1000,32.0
24046.0,12912,1,2000,32.7
24046.0,12912,2,100,27.8
24046.0,12912,2,400,28.7
24048.0,14246,1,200,30.3
24048.0,14246,1,1000,29.3
24048.0,14246,1,2000,30.3
24048.0,14246,2,100,20.9
24048.0,14246,2,400,20.5
24044.0,14246,1,200,30.56
24044.0,14246,1,1000,30.72
24044.0,14246,1,2000,31.04
24044.0,14246,2,100,21.04
24044.0,14246,2,400,20.32
24049.0,12912,1,200,29.2
24049.0,12912,1,1000,30.56
24049.0,12912,1,2000,31.12
24049.0,12912,2,100,17.28
24049.0,12912,2,400,16.72
24047.0,14246,1,200,28.16
24047.0,14246,1,1000,28.0
24047.0,14246,1,2000,29.2
24047.0,14246,2,100,27.04
24047.0,14246,2,200,26.48
24050.0,6379,1,200,29.44
24050.0,6379,1,1000,27.36
24050.0,6379,1,2000,31.12
24050.0,6379,2,100,26.72
24050.0,6379,2,400,26.56
24051.0,12912,1,200,36.64
24051.0,12912,1,1000,33.28
24051.0,12912,1,2000,33.44
24051.0,12912,2,100,20.08
24051.0,12912,2,400,18.56
24052.0,14246,1,200,26.24
24052.0,14246,1,1000,23.68
24052.0,14246,1,2000,22.88
24052.0,14246,2,100,18.24
24052.0,14246,2,400,18.16
24053.0,12912,1,200,26.56
24053.0,12912,1,1000,23.52
24053.0,12912,1,2000,26.72
24053.0,12912,2,100,17.92
24053.0,12912,2,400,20.4
24055.0,12912,1,200,32.4
24055.0,12912,1,1000,30.96
24055.0,12912,1,2000,29.52
24055.0,12912,2,100,24.08
24055.0,12912,2,400,22.24
24056.0,14246,1,200,29.52
24056.0,14246,1,1000,29.6
24056.0,14246,1,2000,28.48
24056.0,14246,2,100,29.28
24056.0,14246,2,400,28.48
24058.0,12912,1,200,26.72
24058.0,12912,1,1000,26.0
24058.0,12912,1,2000,26.08
24058.0,12912,2,100,20.16
24058.0,12912,2,400,20.56
24059.0,14246,1,200,29.2
24059.0,14246,1,1000,26.64
24059.0,14246,1,2000,26.88
24059.0,14246,2,100,23.2
24059.0,14246,2,400,24.08
24054.0,14246,1,200,26.4
24054.0,14246,1,1000,27.84
24054.0,14246,1,2000,29.2
24054.0,14246,2,100,23.84
24054.0,14246,2,400,24.08
24057.0,12912,1,200,31.12
24057.0,12912,1,1000,30.88
24057.0,12912,1,2000,31.04
24057.0,12912,2,100,25.2
24057.0,12912,2,400,25.44
24062.0,12912,1,200,27.6
24062.0,12912,1,1000,27.52
24062.0,12912,1,2000,27.44
24062.0,12912,2,100,24.64
24062.0,12912,2,400,
24060.0,14246,1,200,32.4
24060.0,14246,1,1000,32.56
24060.0,14246,1,2000,33.04
24060.0,14246,2,100,17.92
24060.0,14246,2,400,
24061.0,12912,1,200,27.52
24061.0,12912,1,1000,27.76
24061.0,12912,1,2000,28.0
24061.0,12912,2,100,15.44
24061.0,12912,2,400,14.0
24065.0,14246,1,200,29.28
24065.0,14246,1,1000,28.8
24065.0,14246,1,2000,29.28
24065.0,14246,2,100,25.68
24065.0,14246,2,400,24.64
24066.0,12912,1,200,27.2
24066.0,12912,1,1000,27.44
24066.0,12912,1,2000,27.44
24066.0,12912,2,100,22.48
24066.0,12912,2,400,20.4
24063.0,12912,1,200,25.92
24063.0,12912,1,1000,25.28
24063.0,12912,1,2000,26.24
24063.0,12912,2,100,19.04
24063.0,12912,2,400,17.52
24064.0,14246,1,200,28.8
24064.0,14246,1,1000,29.6
24064.0,14246,1,2000,29.36
24064.0,14246,2,100,12.8
24064.0,14246,2,400,12.16
24068.0,14247,1,200,30.0
24068.0,14247,1,1000,29.2
24068.0,14247,1,2000,30.4
24068.0,14247,2,100,22.88
24068.0,14247,2,400,21.6
24069.0,12912,1,200,31.52
24069.0,12912,1,1000,31.76
24069.0,12912,1,2000,33.36
24069.0,12912,2,100,25.36
24069.0,12912,2,400,27.8
24067.0,17825,1,200,32.16
24067.0,17825,1,1000,32.4
24067.0,17825,1,2000,31.68
24067.0,17825,2,100,18.16
24067.0,17825,2,400,18.24
24070.0,14247,1,200,30.0
24070.0,14247,1,1000,31.76
24070.0,14247,1,2000,29.92
24070.0,14247,2,100,22.72
24070.0,14247,2,400,22.32
24071.0,12912,1,200,29.6
24071.0,12912,1,1000,30.6
24071.0,12912,1,2000,30.5
24071.0,12912,2,100,22.5
24071.0,12912,2,400,22.2
24072.0,14246,1,200,31.9
24072.0,14246,1,1000,29.8
24072.0,14246,1,2000,33.0
24072.0,14246,2,100,19.0
24072.0,14246,2,400,19.5
24073.0,17825,1,200,34.9
24073.0,17825,1,1000,34.4
24073.0,17825,1,2000,32.4
24073.0,17825,2,100,22.8
24073.0,17825,2,400,21.8
24075.0,12912,1,200,29.7
24075.0,12912,1,1000,29.5
24075.0,12912,1,2000,30.2
24075.0,12912,2,100,18.8
24075.0,12912,2,400,18.6
24074.0,14246,1,200,26.5
24074.0,14246,1,1000,26.6
24074.0,14246,1,2000,26.8
24074.0,14246,2,100,19.2
24074.0,14246,2,400,19.7
24076.0,12912,1,200,29.8
24076.0,12912,1,1000,29.6
24076.0,12912,1,2000,29.6
24076.0,12912,2,100,24.8
24076.0,12912,2,400,24.3
24079.0,14246,1,200,28.9
24079.0,14246,1,1000,28.2
24079.0,14246,1,2000,28.7
24079.0,14246,2,100,24.7
24079.0,14246,2,400,23.6
24080.0,17825,1,200,30.4
24080.0,17825,1,1000,29.3
24080.0,17825,1,2000,29.4
24080.0,17825,2,100,21.1
24080.0,17825,2,400,21.4
24077.0,17825,1,200,34.4
24077.0,17825,1,1000,33.9
24077.0,17825,1,2000,33.4
24077.0,17825,2,100,27.3
24077.0,17825,2,400,25.1
24078.0,14246,1,200,30.1
24078.0,14246,1,1000,29.4
24078.0,14246,1,2000,29.2
24078.0,14246,2,100,20.6
24078.0,14246,2,400,21.1
24082.0,14246,1,200,27.7
24082.0,14246,1,1000,27.0
24082.0,14246,1,2000,27.2
24082.0,14246,2,100,23.5
24082.0,14246,2,400,
24083.0,17825,1,200,30.9
24083.0,17825,1,1000,30.2
24083.0,17825,1,2000,30.0
24083.0,17825,2,100,17.4
24083.0,17825,2,400,16.4
24084.0,14246,1,200,27.9
24084.0,14246,1,1000,27.8
24084.0,14246,1,2000,27.9
24084.0,14246,2,100,16.9
24084.0,14246,2,400,17.0
24086.0,12912,1,200,28.6
24086.0,12912,1,1000,27.2
24086.0,12912,1,2000,27.6
24086.0,12912,2,100,19.4
24086.0,12912,2,400,18.2
24087.0,14246,1,200,25.5
24087.0,14246,1,1000,25.2
24087.0,14246,1,2000,25.1
24087.0,14246,2,100,19.0
24087.0,14246,2,400,18.3
24085.0,17825,1,200,30.7
24085.0,17825,1,1000,30.8
24085.0,17825,1,2000,31.0
24085.0,17825,2,100,24.7
24085.0,17825,2,400,22.9
24081.0,14246,1,200,30.4
24081.0,14246,1,1000,29.8
24081.0,14246,1,2000,29.7
24081.0,14246,2,100,18.8
24081.0,14246,2,400,17.6
24090.0,12912,1,200,26.7
24090.0,12912,1,1000,26.1
24090.0,12912,1,2000,26.0
24090.0,12912,2,100,19.9
24090.0,12912,2,400,19.2
24088.0,12912,1,200,27.8
24088.0,12912,1,1000,26.5
24088.0,12912,1,2000,26.9
24088.0,12912,2,100,13.4
24088.0,12912,2,400,13.0
24089.0,14246,1,200,28.3
24089.0,14246,1,1000,27.7
24089.0,14246,1,2000,27.4
24089.0,14246,2,100,15.6
24089.0,14246,2,400,14.4
24093.0,12912,1,200,24.0
24093.0,12912,1,1000,23.8
24093.0,12912,1,2000,23.7
24093.0,12912,2,100,22.2
24093.0,12912,2,400,22.0
24094.0,14246,1,200,22.5
24094.0,14246,1,1000,22.3
24094.0,14246,1,2000,22.2
24094.0,14246,2,100,19.7
24094.0,14246,2,400,19.8
24091.0,12912,1,200,30.5
24091.0,12912,1,1000,30.5
24091.0,12912,1,2000,23.0
24091.0,12912,2,100,27.9
24091.0,12912,2,400,27.6
24092.0,17825,1,200,39.1
24092.0,17825,1,1000,49.3
24092.0,17825,1,2000,38.5
24092.0,17825,2,100,38.9
24092.0,17825,2,400,39.2
24096.0,14246,1,200,34.3
24096.0,14246,1,1000,33.9
24096.0,14246,1,2000,33.6
24096.0,14246,2,100,29.8
24096.0,14246,2,400,33.0
24095.0,17825,1,200,42.3
24095.0,17825,1,1000,47.6
24095.0,17825,1,2000,37.0
24095.0,17825,2,100,39.2
24095.0,17825,2,400,31.4
24097.0,12912,1,200,37.4
24097.0,12912,1,1000,37.1
24097.0,12912,1,2000,36.7
24097.0,12912,2,100,19.4
24097.0,12912,2,400,18.2
24098.0,12912,1,200,32.8
24098.0,12912,1,1000,32.0
24098.0,12912,1,2000,31.6
24098.0,12912,2,100,14.5
24098.0,12912,2,400,17.8
24099.0,12912,1,200,29.4
24099.0,12912,1,1000,29.6
24099.0,12912,1,2000,29.7
24099.0,12912,2,100,20.0
24099.0,12912,2,400,17.2
24100.0,12912,1,200,32.8
24100.0,12912,1,1000,32.5
24100.0,12912,1,2000,34.2
24100.0,12912,2,100,24.6
24100.0,12912,2,400,
24101.0,12912,1,200,31.8
24101.0,12912,1,1000,32.9
24101.0,12912,1,2000,31.4
24101.0,12912,2,100,24.3
24101.0,12912,2,400,22.6
24103.0,14246,1,200,30.8
24103.0,14246,1,1000,29.4
24103.0,14246,1,2000,28.8
24103.0,14246,2,100,19.7
24103.0,14246,2,400,19.8
24106.0,12912,1,200,32.4
24106.0,12912,1,1000,31.4
24106.0,12912,1,2000,32.6
24106.0,12912,2,100,26.8
24106.0,12912,2,400,26.0
24107.0,14246,1,200,28.6
24107.0,14246,1,1000,28.0
24107.0,14246,1,2000,28.3
24107.0,14246,2,100,22.7
24107.0,14246,2,400,23.8
24104.0,14246,1,200,31.0
24104.0,14246,1,1000,30.4
24104.0,14246,1,2000,30.8
24104.0,14246,2,100,20.6
24104.0,14246,2,400,
24105.0,17825,1,200,32.6
24105.0,17825,1,1000,31.8
24105.0,17825,1,2000,31.4
24105.0,17825,2,100,19.6
24105.0,17825,2,400,18.7
24109.0,12912,1,200,31.8
24109.0,12912,1,1000,31.4
24109.0,12912,1,2000,31.8
24109.0,12912,2,100,29.4
24109.0,12912,2,400,28.0
24110.0,14246,1,200,35.0
24110.0,14246,1,1000,34.2
24110.0,14246,1,2000,34.4
24110.0,14246,2,100,28.0
24110.0,14246,2,400,27.6
24108.0,14246,1,200,29.4
24108.0,14246,1,1000,30.0
24108.0,14246,1,2000,29.9
24108.0,14246,2,100,15.4
24108.0,14246,2,400,15.4
24111.0,17825,1,200,27.2
24111.0,17825,1,1000,28.9
24111.0,17825,1,2000,34.4
24111.0,17825,2,100,16.3
24111.0,17825,2,400,16.2
