Lote;Fecha;Turbidez;Viabilidad;Glucosa g/L;;;;;;
23085;27/09/2023 7:10;64,72;1,29E+08;0,824;;;;;;
23085;27/09/2023 8:10;63,28;1,37E+08;0,624;;;;;;
23085;27/09/2023 9:10;64,8;1,59E+08;0,664;;;;;;
23085;27/09/2023 11:15;65,92;1,34E+08;0,552;;;;;;
23085;27/09/2023 13:00;63,76;1,32E+08;0,52;;;;;;
23086;25/09/2023 9:00;16,16;5,31E+06;2,048;;;;;;
23086;25/09/2023 13:00;17,12;1,55E+07;1,712;;;;;;
23086;25/09/2023 17:00;17,92;1,50E+07;1,76;;;;;;
23086;25/09/2023 21:00;18,56;2,67E+07;1,808;;;;;;
23086;26/09/2023 8:30;31,52;4,86E+07;1,72;;;;;;
23086;26/09/2023 12:30;36,08;7,85E+07;1,832;;;;;;
23086;26/09/2023 16:30;43,6;5,99E+07;1,424;;;;;;
23086;26/09/2023 20:30;50,64;9,41E+07;1,312;;;;;;
23086;27/09/2023 7:10;59,92;1,23E+08;0,88;;;;;;
23086;27/09/2023 8:10;63,6;1,42E+08;0,784;;;;;;
23086;27/09/2023 9:10;62,72;1,62E+08;0,792;;;;;;
23086;27/09/2023 10:05;64,24;1,24E+08;0,704;;;;;;
23086;27/09/2023 11:45;67,2;1,23E+08;0,56;;;;;;
23087;26/09/2023 9:45;18,32;6,35E+06;2,248;;;;;;
23087;26/09/2023 13:45;19,36;1,14E+07;2,312;;;;;;
23087;26/09/2023 17:45;21,2;1,90E+07;2,064;;;;;;
23087;27/09/2023 7:30;29,2;5,14E+07;1,816;;;;;;
23087;27/09/2023 11:30;36,32;7,22E+07;1,688;;;;;;
23087;27/09/2023 15:30;48,72;5,45E+07;1,448;;;;;;
23087;27/09/2023 19:30;50,88;7,55E+07;1,248;;;;;;
23087;28/09/2023 8:00;65,6;1,23E+08;0,688;;;;;;
23087;28/09/2023 9:00;69,36;1,40E+08;0,544;;;;;;
23087;28/09/2023 10:00;70,56;1,31E+08;0,432;;;;;;
23087;28/09/2023 12:00;73,28;1,54E+08;0,352;;;;;;
23088;26/09/2023 9:45;18,96;5,31E+06;2,088;;;;;;
23088;26/09/2023 13:45;19,12;9,97E+06;1,944;;;;;;
23088;26/09/2023 17:45;20,32;1,14E+07;1,864;;;;;;
23088;27/09/2023 7:30;36;1,19E+08;1,872;;;;;;
23088;27/09/2023 11:30;42,88;1,15E+08;1,592;;;;;;
23088;27/09/2023 15:30;45,28;6,96E+07;0,448;;;;;;
23088;27/09/2023 19:00;53,76;9,63E+07;0,536;;;;;;
23088;28/09/2023 8:00;72,4;1,27E+08;0,688;;;;;;
23088;28/09/2023 9:00;74,8;1,24E+08;0,52;;;;;;
23088;28/09/2023 10:00;76,64;1,49E+08;0,456;;;;;;
23088;28/09/2023 11:00;77,84;1,58E+08;0,408;;;;;;
23088;28/09/2023 13:10;76,96;8,64E+07;0,312;;;;;;
23089;02/10/2023 8:45;18,32;3,79E+06;2,064;;;;;;
23089;02/10/2023 12:45;18,8;7,33E+06;1,872;;;;;;
23089;02/10/2023 16:45;20,64;7,03E+06;1,888;;;;;;
23089;02/10/2023 20:45;22;2,32E+07;NaN;;;;;;
23089;03/10/2023 7:15;29,92;5,82E+07;1,808;;;;;;
23089;03/10/2023 11:15;35,6;9,73E+07;1,8;;;;;;
23089;03/10/2023 15:15;43,12;9,20E+07;1,456;;;;;;
23089;03/10/2023 19:15;48,8;1,13E+08;1,312;;;;;;
23089;04/10/2023 6:30;58,56;2,14E+08;0,808;;;;;;
23089;04/10/2023 8:00;63,04;1,47E+08;0,672;;;;;;
23089;04/10/2023 11:45;64,08;6,26E+07;0,552;;;;;;
23090;02/10/2023 8:45;17,68;3,55E+06;1,832;;;;;;
23090;02/10/2023 12:45;17,76;7,12E+06;1,992;;;;;;
23090;02/10/2023 16:45;18,88;1,45E+07;2,04;;;;;;
23090;02/10/2023 20:45;20,08;1,61E+07;2,008;;;;;;
23090;03/10/2023 7:15;26,24;4,13E+07;1,848;;;;;;
23090;03/10/2023 11:15;30,24;7,07E+07;1,888;;;;;;
23090;03/10/2023 15:15;36,72;9,31E+07;1,76;;;;;;
23090;03/10/2023 19:15;44,08;1,12E+08;1,616;;;;;;
23090;04/10/2023 6:30;60;1,53E+08;1,08;;;;;;
23090;04/10/2023 8:00;61,04;1,45E+08;0,976;;;;;;
23090;04/10/2023 9:45;60,08;1,41E+08;1,008;;;;;;
23090;04/10/2023 11:45;63,44;1,22E+08;0,744;;;;;;
23091;03/10/2023 8:45;14,56;4,89E+06;1,464;;;;;;
23091;03/10/2023 12:45;15,76;8,77E+06;1,208;;;;;;
23091;03/10/2023 16:45;16,64;1,36E+07;1,416;;;;;;
23091;03/10/2023 20:45;18;2,07E+07;1,288;;;;;;
23091;04/10/2023 7:15;26,48;6,51E+07;1,2;;;;;;
23091;04/10/2023 11:30;36;9,97E+07;1,008;;;;;;
23091;04/10/2023 15:15;44,72;9,57E+07;0,92;;;;;;
23091;04/10/2023 19:40;51,92;1,33E+08;0,672;;;;;;
23091;05/10/2023 6:30;68;8,57E+07;0;;;;;;
23091;05/10/2023 7:30;65,68;1,40E+08;0;;;;;;
23091;05/10/2023 8:30;65,12;1,26E+08;0;;;;;;
23092;03/10/2023 8:45;18,56;4,40E+06;2,368;;;;;;
23092;03/10/2023 12:45;19,12;7,79E+06;2,288;;;;;;
23092;03/10/2023 16:45;21,2;1,26E+07;2,464;;;;;;
23092;03/10/2023 20:45;22,4;1,58E+07;2,232;;;;;;
23092;04/10/2023 7:15;31,12;5,06E+07;2,088;;;;;;
23092;04/10/2023 11:30;37,68;9,52E+07;1,968;;;;;;
23092;04/10/2023 15:15;47,44;8,61E+07;1,592;;;;;;
23092;04/10/2023 19:40;54,08;8,19E+07;1,512;;;;;;
23092;05/10/2023 6:30;69,68;1,06E+08;1,032;;;;;;
23092;05/10/2023 7:30;70,4;1,15E+08;0,936;;;;;;
23092;05/10/2023 8:30;72,16;1,33E+08;0,936;;;;;;
23092;05/10/2023 9:40;74;1,47E+08;0,912;;;;;;
23092;05/10/2023 10:30;74,4;1,62E+08;0,824;;;;;;
23092;05/10/2023 12:15;75,12;1,48E+08;0,728;;;;;;
23093;27/09/2023 15:00;21,84;5,89E+06;1,72;;;;;;
23093;27/09/2023 19:00;21,36;1,17E+07;1,856;;;;;;
23093;28/09/2023 8:00;25,76;2,96E+07;1,992;;;;;;
23093;28/09/2023 12:00;29,52;4,50E+07;1,624;;;;;;
23093;28/09/2023 16:00;33,52;5,61E+07;1,544;;;;;;
23093;28/09/2023 20:00;40,16;7,81E+07;1,52;;;;;;
23093;29/09/2023 8:00;64,48;1,39E+08;1,088;;;;;;
23093;29/09/2023 10:45;71,76;1,31E+08;0,824;;;;;;
23093;29/09/2023 12:45;73,12;1,16E+08;0,728;;;;;;
23093;29/09/2023 13:10;71,36;1,45E+08;0,672;;;;;;
23093;29/09/2023 15:00;74,32;1,09E+08;0,464;;;;;;
23094;09/10/2023 14:00;18,08;3,19E+06;1,68;;;;;;
23094;09/10/2023 18:00;18;5,49E+06;1,784;;;;;;
23094;10/10/2023 7:00;19,12;1,28E+07;2,12;;;;;;
23094;10/10/2023 11:15;20,08;2,00E+07;1,752;;;;;;
23094;10/10/2023 15:15;22,56;2,47E+07;1,736;;;;;;
23094;10/10/2023 19:15;24,48;3,74E+07;1,768;;;;;;
23094;11/10/2023 9:00;38,96;9,09E+07;1,456;;;;;;
23094;11/10/2023 11:00;41,52;9,92E+07;1,384;;;;;;
23094;11/10/2023 12:35;42,8;1,00E+08;1,464;;;;;;
23094;11/10/2023 15:00;46,4;8,88E+07;1,352;;;;;;
23095;09/10/2023 14:00;13,36;3,25E+06;1,616;;;;;;
23095;09/10/2023 18:00;13,04;5,33E+06;1,912;;;;;;
23095;10/10/2023 7:00;14,32;9,63E+06;1,896;;;;;;
23095;10/10/2023 11:15;15,44;1,63E+07;1,744;;;;;;
23095;10/10/2023 15:15;18,48;2,39E+07;1,648;;;;;;
23095;10/10/2023 19:15;21,92;3,93E+07;1,704;;;;;;
23095;11/10/2023 9:00;40,72;9,79E+07;1,472;;;;;;
23095;11/10/2023 11:00;44,8;1,17E+08;1,416;;;;;;
23095;11/10/2023 12:35;44,32;1,19E+08;1,376;;;;;;
23095;11/10/2023 15:15;50,24;1,19E+08;1,24;;;;;;
23096;17/10/2023 10:00;15,12;5,46E+06;1,904;;;;;;
23096;17/10/2023 14:00;15,68;7,81E+06;1,904;;;;;;
23096;17/10/2023 18:00;16,24;1,31E+07;1,888;;;;;;
23096;18/10/2023 6:45;24,56;4,98E+07;1,8;;;;;;
23096;18/10/2023 11:00;31,04;6,17E+07;1,792;;;;;;
23096;18/10/2023 15:00;37,6;8,55E+07;1,624;;;;;;
23096;18/10/2023 19:00;46,4;9,03E+07;1,536;;;;;;
23096;19/10/2023 7:30;63,28;1,18E+08;0,624;;;;;;
23096;19/10/2023 8:30;63,2;1,20E+08;0,736;;;;;;
23096;19/10/2023 9:00;63,28;1,34E+08;0,656;;;;;;
23096;19/10/2023 10:00;62,88;1,42E+08;0,704;;;;;;
23096;19/10/2023 11:00;64,64;1,17E+08;0,608;;;;;;
23097;17/10/2023 10:00;18,72;4,62E+06;1,92;;;;;;
23097;17/10/2023 14:00;18,32;7,00E+06;1,704;;;;;;
23097;17/10/2023 18:00;19,52;1,19E+07;1,928;;;;;;
23097;18/10/2023 6:45;29,04;5,57E+07;1,696;;;;;;
23097;18/10/2023 11:00;36,56;5,70E+07;1,728;;;;;;
23097;18/10/2023 15:00;45,92;8,00E+07;1,568;;;;;;
23097;18/10/2023 19:00;52,88;1,03E+08;1,32;;;;;;
23097;19/10/2023 7:30;66;1,23E+08;0,504;;;;;;
23097;19/10/2023 8:30;67,68;1,07E+08;0,536;;;;;;
23097;19/10/2023 9:00;68,72;1,19E+08;0,528;;;;;;
23097;19/10/2023 11:00;70,48;1,38E+08;0,456;;;;;;
23098;17/10/2023 10:00;16,56;5,16E+06;1,856;;;;;;
23098;17/10/2023 14:00;16,48;6,96E+06;1,896;;;;;;
23098;17/10/2023 18:00;18,08;1,34E+07;1,904;;;;;;
23098;18/10/2023 6:45;24,48;4,36E+07;1,84;;;;;;
23098;18/10/2023 11:00;35,44;7,33E+07;1,72;;;;;;
23098;18/10/2023 15:00;45,28;8,39E+07;1,608;;;;;;
23098;18/10/2023 19:00;53,2;6,86E+07;1,36;;;;;;
23098;19/10/2023 7:30;78;1,05E+08;0,552;;;;;;
23098;19/10/2023 8:30;80,8;8,88E+07;0,52;;;;;;
23098;19/10/2023 9:00;81,04;1,02E+08;0,52;;;;;;
23098;19/10/2023 11:00;83,2;1,14E+08;0,408;;;;;;
23099;23/10/2023 10:20;21,76;4,41E+06;2,056;;;;;;
23099;23/10/2023 14:20;23,6;5,62E+06;1,784;;;;;;
23099;23/10/2023 18:20;23,84;8,83E+06;1,76;;;;;;
23099;24/10/2023 6:40;35,04;6,68E+07;1,632;;;;;;
23099;24/10/2023 10:45;42,72;9,17E+07;1,6;;;;;;
23099;24/10/2023 14:45;49,28;9,01E+07;1,536;;;;;;
23099;24/10/2023 18:45;57,84;9,17E+07;1,328;;;;;;
23099;25/10/2023 7:00;75,68;1,54E+08;0,792;;;;;;
23099;25/10/2023 8:15;74;1,35E+08;0,688;;;;;;
23099;25/10/2023 9:00;73,36;1,95E+08;0,64;;;;;;
23099;25/10/2023 10:30;77,92;1,96E+08;0,496;;;;;;
23099;25/10/2023 12:00;78,8;2,19E+08;0,424;;;;;;
23100;23/10/2023 10:20;22;3,89E+06;NaN;;;;;;
23100;23/10/2023 14:20;22,64;5,68E+06;NaN;;;;;;
23100;23/10/2023 18:20;24,08;7,15E+06;NaN;;;;;;
23100;24/10/2023 6:40;32,32;6,43E+07;NaN;;;;;;
23100;24/10/2023 10:45;37,68;9,52E+07;NaN;;;;;;
23100;24/10/2023 14:45;43,76;8,35E+07;NaN;;;;;;
23100;24/10/2023 18:45;49,6;8,21E+07;NaN;;;;;;
23100;25/10/2023 7:00;69,36;1,40E+08;NaN;;;;;;
23100;25/10/2023 8:15;68,88;1,21E+08;NaN;;;;;;
23100;25/10/2023 9:30;74,48;1,44E+08;NaN;;;;;;
23100;25/10/2023 11:20;70,32;1,73E+08;NaN;;;;;;
23101;24/10/2023 7:45;17,84;4,77E+06;NaN;;;;;;
23101;24/10/2023 11:45;18,64;6,12E+06;NaN;;;;;;
23101;24/10/2023 15:45;19,84;7,98E+06;NaN;;;;;;
23101;24/10/2023 19:45;20,56;7,80E+06;NaN;;;;;;
23101;25/10/2023 6:45;28,32;2,98E+07;NaN;;;;;;
23101;25/10/2023 10:45;34,24;6,41E+07;NaN;;;;;;
23101;25/10/2023 14:45;40,48;7,04E+07;NaN;;;;;;
23101;25/10/2023 20:00;48,08;9,57E+07;NaN;;;;;;
23101;26/10/2023 6:30;69,52;1,69E+08;NaN;;;;;;
23101;26/10/2023 8:00;68,88;1,88E+08;NaN;;;;;;
23101;26/10/2023 10:10;71,36;2,05E+08;NaN;;;;;;
23102;24/10/2023 7:45;19,36;5,15E+06;NaN;;;;;;
23102;24/10/2023 11:45;20,08;7,50E+06;NaN;;;;;;
23102;24/10/2023 15:45;19,92;1,10E+07;NaN;;;;;;
23102;24/10/2023 19:45;22;1,14E+07;NaN;;;;;;
23102;25/10/2023 6:45;31,76;4,38E+07;NaN;;;;;;
23102;25/10/2023 10:45;37,12;9,49E+07;NaN;;;;;;
23102;25/10/2023 14:45;46,72;1,19E+08;NaN;;;;;;
23102;25/10/2023 18:45;54;1,44E+08;NaN;;;;;;
23102;26/10/2023 6:30;78,88;1,74E+08;NaN;;;;;;
23102;26/10/2023 7:10;80;1,83E+08;NaN;;;;;;
23102;26/10/2023 9:30;79,36;2,00E+08;NaN;;;;;;
23103;31/10/2023 10:30;17,04;3,89E+06;NaN;;;;;;
23103;31/10/2023 14:30;17,68;6,13E+06;NaN;;;;;;
23103;31/10/2023 18:30;18,64;1,02E+07;NaN;;;;;;
23103;02/11/2023 7:00;75,28;1,55E+08;NaN;;;;;;
23103;02/11/2023 9:00;76,08;1,80E+08;NaN;;;;;;
23103;02/11/2023 11:15;81,6;1,79E+08;NaN;;;;;;
23104;31/10/2023 10:30;16,4;6,08E+06;NaN;;;;;;
23104;31/10/2023 14:30;16,8;9,07E+05;NaN;;;;;;
23104;31/10/2023 18:30;17,76;1,52E+07;NaN;;;;;;
23104;02/11/2023 7:00;80,8;1,59E+08;NaN;;;;;;
23104;02/11/2023 9:00;81,6;1,81E+08;NaN;;;;;;
23104;02/11/2023 10:45;84,8;1,47E+08;NaN;;;;;;
23105;31/10/2023 10:30;14,88;3,58E+06;NaN;;;;;;
23105;31/10/2023 14:30;15,36;6,05E+06;NaN;;;;;;
23105;31/10/2023 18:30;16,48;1,04E+07;NaN;;;;;;
23105;02/11/2023 7:00;62,8;1,41E+08;NaN;;;;;;
23105;02/11/2023 9:00;84;1,72E+08;NaN;;;;;;
23105;02/11/2023 9:15;84;1,57E+08;NaN;;;;;;
23105;02/11/2023 11:15;87,2;1,84E+08;NaN;;;;;;
23106;25/10/2023 13:30;20,8;8,16E+05;NaN;;;;;;
23106;25/10/2023 17:30;20,08;1,14E+07;NaN;;;;;;
23106;26/10/2023 6:15;25,68;3,90E+07;NaN;;;;;;
23106;26/10/2023 10:15;29,68;6,58E+07;NaN;;;;;;
23106;26/10/2023 14:15;35,92;8,88E+07;NaN;;;;;;
23106;26/10/2023 18:15;43,68;1,08E+08;NaN;;;;;;
23106;27/10/2023 7:30;73,36;1,95E+08;NaN;;;;;;
23106;27/10/2023 9:00;70,24;1,84E+08;NaN;;;;;;
23106;27/10/2023 10:45;71,84;2,13E+08;NaN;;;;;;
23107;25/10/2023 15:00;23,2;8,39E+06;NaN;;;;;;
23107;25/10/2023 19:00;24;1,43E+07;NaN;;;;;;
23107;26/10/2023 6:15;26,88;4,32E+07;NaN;;;;;;
23107;26/10/2023 10:15;29,28;5,90E+07;NaN;;;;;;
23107;26/10/2023 14:15;35,44;7,10E+07;NaN;;;;;;
23107;26/10/2023 18:15;43,52;6,77E+07;NaN;;;;;;
23107;27/10/2023 7:30;69,28;1,52E+08;NaN;;;;;;
23107;27/10/2023 9:00;68,56;1,51E+08;NaN;;;;;;
23107;27/10/2023 10:30;71,04;1,65E+08;NaN;;;;;;
23107;27/10/2023 11:20;71,28;1,63E+08;NaN;;;;;;
23107;27/10/2023 13:30;75,36;1,69E+08;NaN;;;;;;
23108;06/11/2023 9:30;19,44;6,01E+06;NaN;;;;;;
23108;06/11/2023 13:30;19,84;1,01E+07;NaN;;;;;;
23108;06/11/2023 17:30;20,64;1,48E+07;NaN;;;;;;
23108;07/11/2023 7:00;34,56;7,26E+07;NaN;;;;;;
23108;07/11/2023 11:00;40,48;9,23E+07;NaN;;;;;;
23108;07/11/2023 15:00;49,04;1,47E+08;NaN;;;;;;
23108;07/11/2023 19:00;57,36;1,55E+08;NaN;;;;;;
23108;08/11/2023 6:30;72,88;2,27E+08;NaN;;;;;;
23108;08/11/2023 7:30;74,96;2,01E+08;NaN;;;;;;
23108;08/11/2023 9:00;75,6;1,96E+08;NaN;;;;;;
23108;08/11/2023 10:45;71,92;2,15E+08;NaN;;;;;;
23108;08/11/2023 12:40;75,52;2,22E+08;NaN;;;;;;
23109;06/11/2023 9:30;18,48;6,61E+06;NaN;;;;;;
23109;06/11/2023 13:30;18,88;1,09E+07;NaN;;;;;;
23109;06/11/2023 17:30;19,92;1,82E+07;NaN;;;;;;
23109;07/11/2023 7:00;32,08;7,27E+07;NaN;;;;;;
23109;07/11/2023 11:00;39,44;8,93E+07;NaN;;;;;;
23109;07/11/2023 15:00;48,4;1,30E+08;NaN;;;;;;
23109;07/11/2023 19:00;58;1,56E+08;NaN;;;;;;
23109;08/11/2023 6:30;78,24;1,74E+08;NaN;;;;;;
23109;08/11/2023 7:30;78,48;2,02E+08;NaN;;;;;;
23109;08/11/2023 9:50;74,96;2,34E+08;NaN;;;;;;
23109;08/11/2023 11:20;71,68;1,96E+08;NaN;;;;;;
23110;07/11/2023 12:00;17,68;6,04E+06;NaN;;;;;;
23110;07/11/2023 16:00;18;8,09E+06;NaN;;;;;;
23110;07/11/2023 20:00;18,72;1,43E+07;NaN;;;;;;
23110;08/11/2023 6:45;25,68;5,13E+07;NaN;;;;;;
23110;08/11/2023 10:45;29,68;7,85E+07;NaN;;;;;;
23110;08/11/2023 14:45;38,96;8,51E+07;NaN;;;;;;
23110;08/11/2023 18:45;49,68;1,15E+08;NaN;;;;;;
23110;09/11/2023 7:00;74,32;1,93E+08;NaN;;;;;;
23110;09/11/2023 8:00;79,44;1,83E+08;NaN;;;;;;
23110;09/11/2023 9:10;81,6;1,99E+08;NaN;;;;;;
23110;09/11/2023 10:00;80,08;1,95E+08;NaN;;;;;;
23110;09/11/2023 11:15;84;1,77E+08;NaN;;;;;;
23111;07/11/2023 12:00;17,6;5,62E+06;NaN;;;;;;
23111;07/11/2023 16:00;18,4;8,16E+06;NaN;;;;;;
23111;07/11/2023 20:00;19,04;1,14E+07;NaN;;;;;;
23111;08/11/2023 6:45;25,04;4,94E+07;NaN;;;;;;
23111;08/11/2023 10:45;30,24;7,75E+07;NaN;;;;;;
23111;08/11/2023 14:45;39,04;8,99E+06;NaN;;;;;;
23111;08/11/2023 18:45;49,12;8,00E+07;NaN;;;;;;
23111;09/11/2023 7:00;73,36;1,84E+08;NaN;;;;;;
23111;09/11/2023 8:00;74,64;1,79E+08;NaN;;;;;;
23111;09/11/2023 9:10;74,24;1,95E+08;NaN;;;;;;
23111;09/11/2023 11:15;79,36;1,72E+08;NaN;;;;;;
23112;13/11/2023 9:30;18;5,89E+06;NaN;;;;;;
23112;13/11/2023 13:30;18;8,18E+06;NaN;;;;;;
23112;13/11/2023 17:30;19,2;1,62E+07;NaN;;;;;;
23112;14/11/2023 8:00;31,6;7,68E+07;NaN;;;;;;
23112;14/11/2023 12:00;38,72;8,39E+07;NaN;;;;;;
23112;14/11/2023 16:00;51,76;1,15E+08;NaN;;;;;;
23112;14/11/2023 20:00;57,68;8,49E+07;NaN;;;;;;
23112;15/11/2023 6:45;71,68;1,89E+08;NaN;;;;;;
23112;15/11/2023 7:45;75,76;1,80E+08;NaN;;;;;;
23112;15/11/2023 9:45;75,92;1,67E+08;NaN;;;;;;
23112;15/11/2023 11:15;76,16;1,84E+08;NaN;;;;;;
23113;13/11/2023 9:30;17,6;5,92E+06;NaN;;;;;;
23113;13/11/2023 13:30;17,6;9,09E+06;NaN;;;;;;
23113;13/11/2023 17:30;19,28;1,59E+07;NaN;;;;;;
23113;14/11/2023 8:00;31,92;6,85E+07;NaN;;;;;;
23113;14/11/2023 12:00;39,6;7,41E+06;NaN;;;;;;
23113;14/11/2023 16:00;54,64;7,47E+07;NaN;;;;;;
23113;14/11/2023 20:00;60,24;1,07E+08;NaN;;;;;;
23113;15/11/2023 6:45;76,08;1,43E+08;NaN;;;;;;
23113;15/11/2023 7:45;79,2;1,70E+08;NaN;;;;;;
23113;15/11/2023 8:45;78,4;1,92E+08;NaN;;;;;;
23113;15/11/2023 10:35;79,76;2,10E+08;NaN;;;;;;
23113;15/11/2023 12:30;83,2;2,43E+08;NaN;;;;;;
23114;14/11/2023 8:00;15,28;6,70E+06;NaN;;;;;;
23114;14/11/2023 12:00;15,68;7,99E+06;NaN;;;;;;
23114;14/11/2023 16:00;17,2;1,23E+07;NaN;;;;;;
23114;14/11/2023 20:00;18,32;1,92E+07;NaN;;;;;;
23114;15/11/2023 6:45;30,24;7,30E+07;NaN;;;;;;
23114;15/11/2023 10:45;37,44;7,05E+07;NaN;;;;;;
23114;15/11/2023 14:45;49,68;1,15E+08;NaN;;;;;;
23114;15/11/2023 18:45;58,16;1,23E+08;NaN;;;;;;
23114;16/11/2023 6:30;77,76;1,80E+08;NaN;;;;;;
23114;16/11/2023 7:30;78,56;1,27E+08;NaN;;;;;;
23114;16/11/2023 10:00;77,84;2,14E+08;NaN;;;;;;
23115;08/11/2023 17:35;20,56;1,78E+07;NaN;;;;;;
23115;09/11/2023 7:00;24,88;4,42E+07;NaN;;;;;;
23115;09/11/2023 11:00;30,08;7,27E+07;NaN;;;;;;
23115;09/11/2023 15:00;37,52;9,01E+07;NaN;;;;;;
23115;09/11/2023 19:00;47,12;1,01E+08;NaN;;;;;;
23115;10/11/2023 7:00;77,12;1,69E+08;NaN;;;;;;
23115;10/11/2023 8:10;78,96;1,99E+08;NaN;;;;;;
23115;10/11/2023 9:30;80;1,67E+08;NaN;;;;;;
23115;10/11/2023 11:15;78,56;1,86E+08;NaN;;;;;;
23116;08/11/2023 14:45;20,16;1,15E+06;NaN;;;;;;
23116;08/11/2023 18:45;20,32;1,67E+07;NaN;;;;;;
23116;09/11/2023 7:00;25,76;5,29E+07;NaN;;;;;;
23116;09/11/2023 11:00;30,48;7,52E+07;NaN;;;;;;
23116;09/11/2023 15:00;38,72;1,03E+08;NaN;;;;;;
23116;09/11/2023 19:00;47,12;1,14E+08;NaN;;;;;;
23116;10/11/2023 7:00;77,04;1,82E+08;NaN;;;;;;
23116;10/11/2023 8:10;76,64;1,86E+08;NaN;;;;;;
23116;10/11/2023 10:30;79,44;2,29E+08;NaN;;;;;;
P23462;14/11/2023 8:00;13,6;9,52E+06;NaN;;;;;;
P23462;14/11/2023 12:00;14,24;1,09E+07;NaN;;;;;;
P23462;14/11/2023 16:00;15,76;1,47E+07;NaN;;;;;;
P23462;14/11/2023 20:00;17,6;2,22E+07;NaN;;;;;;
P23462;15/11/2023 6:45;31,04;1,01E+08;NaN;;;;;;
P23462;15/11/2023 10:45;40,24;1,24E+08;NaN;;;;;;
P23462;15/11/2023 14:45;51,76;1,96E+08;NaN;;;;;;
P23462;15/11/2023 18:45;60,24;1,80E+08;NaN;;;;;;
P23462;16/11/2023 6:30;72,96;2,14E+08;NaN;;;;;;
P23462;16/11/2023 7:30;73,92;2,01E+08;NaN;;;;;;
P23462;16/11/2023 9:30;72,96;2,19E+08;NaN;;;;;;
23117;14/11/2023 8:00;17,12;5,71E+06;NaN;;;;;;
23117;14/11/2023 12:00;17,76;7,06E+06;NaN;;;;;;
23117;14/11/2023 16:00;21,04;1,01E+07;NaN;;;;;;
23117;14/11/2023 20:00;20,96;2,12E+07;NaN;;;;;;
23117;15/11/2023 6:45;35,92;6,49E+07;NaN;;;;;;
23117;15/11/2023 10:45;46,48;6,00E+07;NaN;;;;;;
23117;15/11/2023 14:45;58;1,10E+08;NaN;;;;;;
23117;15/11/2023 18:45;73,76;1,22E+08;NaN;;;;;;
23117;16/11/2023 6:30;89,6;1,85E+08;NaN;;;;;;
23117;16/11/2023 7:30;90,4;1,98E+08;NaN;;;;;;
23117;16/11/2023 9:30;88,8;2,02E+08;NaN;;;;;;
23122;15/11/2023 13:35;19,44;9,12E+06;NaN;;;;;;
23122;15/11/2023 17:35;19,44;1,30E+07;NaN;;;;;;
23122;16/11/2023 6:45;25,36;5,01E+07;NaN;;;;;;
23122;16/11/2023 10:45;30,32;6,60E+07;NaN;;;;;;
23122;16/11/2023 14:45;41,84;8,51E+07;NaN;;;;;;
23122;16/11/2023 18:45;50,64;1,11E+08;NaN;;;;;;
23122;17/11/2023 6:45;78,8;1,77E+08;NaN;;;;;;
23122;17/11/2023 7:45;81,6;1,95E+08;NaN;;;;;;
23122;17/11/2023 8:45;82,4;1,99E+08;NaN;;;;;;
23122;17/11/2023 10:40;82,4;2,06E+08;NaN;;;;;;
23123;15/11/2023 14:30;17,44;1,01E+07;NaN;;;;;;
23123;15/11/2023 18:30;17,36;1,33E+07;NaN;;;;;;
23123;16/11/2023 6:45;23,2;5,63E+07;NaN;;;;;;
23123;16/11/2023 10:45;28,16;7,36E+07;NaN;;;;;;
23123;16/11/2023 14:45;41,28;9,73E+07;NaN;;;;;;
23123;16/11/2023 18:45;51,92;1,07E+08;NaN;;;;;;
23123;17/11/2023 6:45;80,8;1,79E+08;NaN;;;;;;
23123;17/11/2023 7:45;82,4;1,86E+08;NaN;;;;;;
23123;17/11/2023 8:45;81,6;1,95E+08;NaN;;;;;;
23123;17/11/2023 10:40;82,4;1,92E+08;NaN;;;;;;
23118;20/11/2023 8:30;16,64;6,50E+06;NaN;;;;;;
23118;20/11/2023 12:30;16,96;1,06E+07;NaN;;;;;;
23118;20/11/2023 16:30;18,88;1,54E+07;NaN;;;;;;
23118;20/11/2023 20:30;18,4;2,58E+07;NaN;;;;;;
23118;21/11/2023 8:00;36;9,23E+07;NaN;;;;;;
23118;21/11/2023 12:00;45,36;1,16E+08;NaN;;;;;;
23118;21/11/2023 16:00;55,52;1,20E+08;NaN;;;;;;
23118;21/11/2023 20:00;66,32;1,45E+08;NaN;;;;;;
23118;22/11/2023 6:45;74,56;2,29E+08;NaN;;;;;;
23118;22/11/2023 7:30;76,64;2,50E+08;NaN;;;;;;
23118;22/11/2023 8:20;75,2;2,44E+08;NaN;;;;;;
23118;22/11/2023 10:00;76,56;2,06E+08;NaN;;;;;;
23118;22/11/2023 12:00;75,92;2,47E+08;NaN;;;;;;
23119;20/11/2023 8:30;19,52;6,60E+06;NaN;;;;;;
23119;20/11/2023 12:30;20,4;1,17E+07;NaN;;;;;;
23119;20/11/2023 16:30;21,44;1,73E+07;NaN;;;;;;
23119;20/11/2023 20:30;22,48;2,78E+07;NaN;;;;;;
23119;21/11/2023 8:00;37,84;1,02E+08;NaN;;;;;;
23119;21/11/2023 12:00;44,48;1,25E+08;NaN;;;;;;
23119;21/11/2023 16:00;53,84;1,31E+08;NaN;;;;;;
23119;21/11/2023 20:00;61,28;1,41E+08;NaN;;;;;;
23119;22/11/2023 6:45;73,76;1,81E+08;NaN;;;;;;
